Fecha,Aguascalientes,Baja California,Baja California Sur,CDMX,Campeche,Chiapas,Chihuahua,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,México,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas,semana
2021-04-03,2,4,4,58,1,1,16,3,2,4,11,3,13,16,12,17,45,0,7,7,27,6,3,4,7,4,3,4,1,11,4,3,2021-S13
2021-04-04,6,5,1,45,0,1,22,2,1,2,11,9,8,12,7,10,46,1,6,5,17,5,2,4,7,1,4,4,2,9,7,3,2021-S13
2021-04-05,3,5,6,37,2,2,14,6,1,3,11,10,10,13,11,9,47,0,7,6,32,11,6,3,11,7,7,3,4,8,13,1,2021-S14
2021-04-06,3,3,4,37,1,1,16,4,0,7,9,8,7,7,14,9,34,0,10,8,23,4,0,5,7,6,3,5,3,17,11,4,2021-S14
2021-04-07,4,3,0,45,1,1,14,2,1,2,14,3,10,20,6,11,54,1,3,5,32,7,4,4,6,6,6,5,3,17,8,0,2021-S14
2021-04-08,3,3,0,44,2,1,21,1,0,5,9,5,3,17,8,16,39,0,7,5,22,8,3,5,9,9,4,2,8,10,12,5,2021-S14
2021-04-09,4,6,3,36,3,6,18,3,1,4,9,3,3,12,5,10,44,0,7,9,19,7,3,9,6,3,4,5,5,14,10,2,2021-S14
2021-04-10,3,6,0,30,1,1,12,0,0,2,14,7,6,3,16,10,40,4,5,7,28,12,4,7,9,8,3,2,3,13,9,5,2021-S14
2021-04-11,3,3,2,39,2,2,16,0,1,2,11,9,6,7,7,21,41,2,9,3,14,8,5,4,16,5,0,4,3,9,7,4,2021-S14
2021-04-12,3,4,1,47,0,1,13,2,2,1,6,8,11,20,9,9,32,4,8,3,22,3,1,2,9,2,7,3,3,8,7,1,2021-S15
2021-04-13,5,4,3,41,2,2,18,3,2,4,8,12,5,14,9,10,46,1,6,3,20,7,8,5,10,7,5,7,4,11,6,2,2021-S15
2021-04-14,2,2,1,39,2,0,13,3,0,1,12,10,3,20,10,10,38,2,5,2,32,9,8,3,8,5,4,6,1,10,4,1,2021-S15
2021-04-15,9,6,3,36,1,1,23,4,0,1,8,6,15,8,10,9,42,1,12,4,16,9,3,6,9,4,3,4,4,7,10,3,2021-S15
2021-04-16,6,3,5,29,2,0,20,1,1,5,10,6,5,11,7,9,36,3,6,10,17,10,4,5,7,1,4,5,2,8,6,1,2021-S15
2021-04-17,5,3,6,40,0,1,18,2,0,3,5,8,11,12,7,6,37,1,4,11,20,7,1,4,8,4,4,11,3,7,4,2,2021-S15
2021-04-18,6,2,0,31,0,0,19,0,3,4,5,5,5,8,5,6,30,2,3,4,21,5,2,4,10,3,1,1,4,6,10,2,2021-S15
2021-04-19,5,5,1,29,5,1,19,1,2,4,2,8,9,11,7,5,34,1,4,8,19,6,3,5,7,4,1,2,0,7,7,3,2021-S16
2021-04-20,9,9,0,26,0,1,10,3,1,1,8,9,9,12,11,7,44,1,5,4,26,6,7,2,4,11,3,3,3,8,3,0,2021-S16
2021-04-21,3,4,3,32,1,1,12,3,0,3,7,7,8,11,7,7,34,2,3,5,14,4,3,4,5,6,5,5,5,11,7,0,2021-S16
2021-04-22,3,2,3,35,2,0,18,0,0,0,3,3,5,6,6,8,22,2,9,4,15,6,4,1,6,2,4,4,2,8,8,4,2021-S16
2021-04-23,1,5,3,29,0,2,12,5,0,2,3,5,7,10,5,11,22,2,6,11,26,4,5,2,3,5,2,3,0,5,7,1,2021-S16
2021-04-24,2,2,2,24,0,1,14,1,2,3,3,2,3,12,9,7,39,1,4,4,23,8,3,1,7,2,3,2,2,10,8,4,2021-S16
2021-04-25,5,4,1,23,0,0,10,0,2,1,7,7,7,9,9,11,33,0,6,6,11,5,2,2,5,4,4,6,1,11,4,2,2021-S16
2021-04-26,3,1,0,30,1,2,15,2,0,1,6,8,5,11,5,11,31,1,6,4,20,3,3,5,6,1,5,6,0,7,9,3,2021-S17
2021-04-27,4,3,5,21,0,0,15,0,2,3,4,2,7,9,8,7,26,1,1,6,19,8,3,5,9,4,5,3,2,8,3,2,2021-S17
2021-04-28,2,1,1,30,0,0,16,1,1,0,2,2,6,5,7,7,37,2,6,8,15,5,3,3,6,5,4,4,1,6,6,1,2021-S17
2021-04-29,3,1,2,24,2,0,16,5,0,1,4,4,7,9,15,6,19,1,11,1,22,6,4,3,4,1,3,7,4,12,9,2,2021-S17
2021-04-30,1,4,3,19,0,0,10,1,0,0,1,4,1,5,9,6,23,2,6,2,15,6,7,3,6,3,5,0,2,7,3,2,2021-S17
2021-05-01,5,3,0,22,1,0,8,1,0,1,1,9,6,5,3,11,25,1,7,9,21,0,5,3,3,5,3,2,0,6,6,2,2021-S17
2021-05-02,4,4,2,16,1,0,20,4,2,1,6,5,1,9,10,6,23,2,10,1,16,8,6,2,4,5,2,4,2,7,5,0,2021-S17
2021-05-03,1,3,2,20,3,1,11,2,0,3,5,6,5,8,6,11,16,0,6,4,15,3,4,1,2,4,4,4,1,8,4,1,2021-S18
2021-05-04,0,3,2,12,0,5,12,1,1,5,3,2,3,7,3,8,11,2,4,6,12,2,6,6,5,5,3,6,2,6,4,2,2021-S18
2021-05-05,4,4,0,16,1,3,11,0,0,5,1,3,3,13,9,5,17,2,6,6,15,1,5,4,10,3,4,3,1,4,8,3,2021-S18
2021-05-06,1,5,2,13,0,1,13,1,0,0,5,5,4,4,4,6,14,3,2,5,19,4,3,4,7,4,3,3,1,6,5,4,2021-S18
2021-05-07,1,6,0,16,0,1,14,1,1,0,1,2,3,4,8,3,13,4,5,4,6,7,3,2,5,2,3,4,2,5,5,1,2021-S18
2021-05-08,2,3,1,11,1,1,5,2,0,0,2,2,5,5,9,3,15,0,2,2,16,6,5,2,4,0,4,7,1,5,4,1,2021-S18
2021-05-09,4,4,0,18,3,2,8,3,0,1,4,5,2,7,8,9,19,3,4,3,10,8,4,1,6,0,2,2,2,1,4,1,2021-S18
2021-05-10,0,6,3,21,1,1,7,2,2,4,3,3,2,10,5,6,13,0,9,3,13,4,7,5,3,1,2,4,5,11,3,2,2021-S19
2021-05-11,0,3,3,6,1,0,10,1,0,2,3,4,5,1,7,2,16,2,5,1,14,5,12,0,2,3,2,3,1,4,4,0,2021-S19
2021-05-12,5,3,3,14,0,0,11,2,0,0,3,3,3,6,5,9,22,0,2,3,10,0,5,3,7,1,1,4,0,4,3,1,2021-S19
2021-05-13,1,2,2,9,2,0,8,2,0,5,3,3,1,5,3,3,14,1,2,1,8,3,5,3,5,1,3,4,3,4,3,1,2021-S19
2021-05-14,1,3,2,17,0,1,8,1,1,2,2,2,4,6,4,4,20,1,3,4,8,7,4,0,3,1,1,6,1,6,6,1,2021-S19
2021-05-15,0,2,1,11,1,3,7,1,1,2,1,1,2,2,5,2,11,2,7,2,9,4,3,0,3,5,4,5,0,2,3,1,2021-S19
2021-05-16,2,3,3,10,2,1,6,0,0,3,2,3,0,2,4,6,13,0,6,3,6,1,7,3,7,1,5,12,0,4,3,2,2021-S19
2021-05-17,0,10,3,10,2,0,6,1,2,0,4,5,2,14,5,5,12,0,11,2,10,1,3,4,4,3,3,4,2,0,1,0,2021-S20
2021-05-18,1,5,6,15,1,1,5,0,1,3,2,2,4,6,3,5,14,0,5,1,8,4,7,1,2,2,5,6,1,3,10,0,2021-S20
2021-05-19,1,4,3,9,1,2,9,2,0,0,3,3,2,4,2,3,14,1,6,3,6,1,7,1,3,4,5,6,0,4,6,2,2021-S20
2021-05-20,2,1,2,7,0,1,4,1,0,1,2,4,3,5,1,3,12,1,5,3,8,0,4,2,4,3,4,7,0,7,5,0,2021-S20
2021-05-21,0,2,1,8,1,1,5,1,1,1,0,4,2,3,3,2,13,1,4,6,7,1,7,2,2,0,2,8,0,3,6,2,2021-S20
2021-05-22,2,2,4,11,0,0,5,0,0,0,2,0,0,0,2,0,9,0,7,1,4,0,6,1,6,2,4,8,0,1,7,1,2021-S20
2021-05-23,4,9,6,7,0,0,9,1,1,0,0,1,1,1,6,3,8,0,6,2,5,4,14,2,4,2,3,7,1,5,7,1,2021-S20
2021-05-24,1,1,0,10,1,2,7,3,3,0,1,4,2,3,5,1,11,2,4,1,10,0,5,0,3,4,4,10,1,6,5,0,2021-S21
2021-05-25,1,2,2,9,0,1,8,3,0,0,2,3,3,6,5,0,13,3,7,2,7,0,8,0,2,3,0,8,0,5,4,2,2021-S21
2021-05-26,2,2,3,5,2,0,4,0,0,0,1,3,1,7,2,0,11,2,1,2,10,0,8,3,1,2,4,11,0,2,5,0,2021-S21
2021-05-27,0,3,2,9,0,0,2,2,0,0,2,1,1,5,4,4,13,0,4,3,8,2,3,3,1,0,3,12,1,7,6,2,2021-S21
2021-05-28,0,4,1,6,0,1,5,0,1,1,1,3,2,4,4,3,14,4,1,3,3,2,9,2,4,1,2,7,0,5,5,1,2021-S21
2021-05-29,0,5,2,5,0,0,7,1,1,3,2,5,1,3,1,3,13,1,3,1,11,0,2,3,4,1,4,3,0,5,4,0,2021-S21
2021-05-30,1,4,1,4,0,0,4,1,1,0,2,5,2,4,5,2,10,0,4,3,8,0,9,1,5,2,1,2,0,5,5,2,2021-S21
2021-05-31,0,2,0,6,2,1,5,2,0,1,4,6,1,5,3,1,7,1,3,0,6,2,11,1,3,5,4,6,0,8,6,4,2021-S22
2021-06-01,1,3,4,6,2,0,4,1,0,4,1,1,2,1,3,2,7,1,2,3,7,2,8,2,3,2,5,7,0,7,3,1,2021-S22
2021-06-02,2,3,1,3,0,1,2,2,0,3,1,2,1,5,2,3,11,2,5,0,6,2,4,2,1,4,3,4,1,8,6,1,2021-S22
2021-06-03,2,1,4,7,0,0,5,0,1,0,0,1,2,2,2,1,4,0,2,0,6,1,4,0,3,3,0,8,1,6,2,0,2021-S22
2021-06-04,4,1,1,6,0,0,6,1,0,1,0,2,3,3,5,0,5,3,5,0,7,1,8,1,5,1,2,5,0,3,9,2,2021-S22
2021-06-05,1,6,2,5,2,0,4,1,1,0,1,2,0,1,3,1,9,1,0,2,5,1,8,2,8,6,2,8,2,5,10,1,2021-S22
2021-06-06,0,1,2,5,4,0,5,0,1,0,2,1,1,2,2,3,7,2,4,3,4,0,7,0,4,5,4,7,1,1,8,0,2021-S22
2021-06-07,1,1,0,4,3,0,4,1,1,2,0,4,3,4,3,3,6,0,7,4,6,0,11,1,5,3,5,8,0,7,6,1,2021-S23
2021-06-08,1,3,0,13,0,0,6,1,0,2,1,1,2,3,2,1,7,0,1,3,6,1,6,0,9,6,1,10,0,5,11,1,2021-S23
2021-06-09,0,5,4,5,3,0,5,0,0,1,0,3,0,4,1,1,10,2,9,0,1,1,12,1,2,2,3,4,1,5,10,0,2021-S23
2021-06-10,0,5,2,3,4,0,2,0,0,0,1,1,3,3,2,2,9,0,6,2,0,4,7,0,1,2,2,6,0,6,10,0,2021-S23
2021-06-11,1,4,6,8,0,0,4,4,1,2,2,2,2,1,1,2,11,2,2,2,5,1,11,1,4,3,4,7,0,9,11,0,2021-S23
2021-06-12,1,1,4,6,0,0,4,0,1,0,1,3,2,5,4,1,6,0,2,2,5,2,6,0,2,1,7,7,0,3,0,0,2021-S23
2021-06-13,2,3,2,3,4,1,1,1,0,1,0,2,1,3,4,3,7,0,2,1,7,1,7,1,3,4,5,4,0,2,8,0,2021-S23
2021-06-14,1,2,6,10,3,1,5,0,1,0,1,6,0,0,3,3,6,1,3,2,4,1,8,0,3,4,2,11,0,4,9,1,2021-S24
2021-06-15,2,2,2,6,0,1,3,0,1,1,2,3,2,3,1,0,6,3,3,2,9,0,6,0,2,10,2,6,0,4,14,1,2021-S24
2021-06-16,0,4,6,11,1,2,4,1,0,0,0,3,3,1,2,0,6,3,6,0,5,0,7,2,3,5,2,7,0,7,4,1,2021-S24
2021-06-17,0,6,6,11,3,1,1,1,0,1,1,0,1,2,1,1,7,1,5,0,4,0,11,0,3,1,6,9,0,4,15,0,2021-S24
2021-06-18,0,3,6,6,4,2,7,2,0,1,1,0,0,3,3,1,11,0,1,1,9,0,9,1,3,1,3,9,0,4,6,0,2021-S24
2021-06-19,0,1,4,3,3,0,6,0,0,0,1,0,1,1,2,0,8,1,1,5,3,0,10,1,4,3,4,9,1,2,17,0,2021-S24
2021-06-20,1,3,6,5,4,1,2,3,0,1,0,3,1,8,1,1,5,1,0,2,3,0,16,0,8,3,4,10,0,10,15,1,2021-S24
2021-06-21,0,3,14,9,4,5,1,0,0,1,0,0,0,0,4,0,6,0,3,2,5,0,4,1,11,1,5,7,0,6,19,0,2021-S25
2021-06-22,0,4,4,10,3,0,3,0,2,0,0,1,3,3,1,1,8,0,3,3,5,0,10,0,4,4,3,8,0,3,17,0,2021-S25
2021-06-23,0,7,6,10,5,1,3,1,2,0,0,1,2,3,0,0,4,1,3,2,1,2,7,1,6,5,4,10,0,8,8,1,2021-S25
2021-06-24,0,3,9,5,1,2,2,4,1,0,1,2,0,3,6,0,10,2,2,2,1,1,11,0,4,2,6,8,0,4,8,0,2021-S25
2021-06-25,1,4,11,4,5,0,2,2,1,0,1,0,1,0,0,1,12,0,3,3,2,0,13,1,5,8,3,9,0,6,14,1,2021-S25
2021-06-26,1,1,10,10,4,0,3,1,2,1,0,5,1,4,1,2,4,0,4,2,7,0,5,4,6,5,6,5,0,3,13,0,2021-S25
2021-06-27,0,3,14,13,7,0,0,4,1,2,0,2,1,2,0,1,9,0,3,1,2,0,7,1,8,2,8,4,0,7,12,0,2021-S25
2021-06-28,0,4,12,6,6,2,1,1,3,0,2,1,0,4,5,1,9,0,3,2,2,0,6,1,13,3,4,13,0,10,16,0,2021-S26
2021-06-29,0,4,17,8,4,0,1,0,0,0,2,0,0,4,0,1,9,0,4,5,5,0,7,0,5,7,5,16,0,10,14,0,2021-S26
2021-06-30,0,0,13,16,3,3,3,1,0,1,0,1,1,2,4,0,8,3,3,5,2,0,6,2,10,4,8,10,0,8,13,0,2021-S26
2021-07-01,0,3,14,19,2,2,0,2,0,1,0,0,0,8,6,2,11,1,5,4,3,0,3,1,6,11,3,9,1,14,12,0,2021-S26
2021-07-02,0,2,17,9,1,1,4,2,1,0,1,2,0,2,0,0,9,0,3,3,1,0,14,2,14,12,6,6,0,13,8,0,2021-S26
2021-07-03,0,0,14,11,4,1,3,3,0,0,0,1,3,2,2,0,10,4,0,1,2,0,4,0,11,5,4,9,0,12,13,0,2021-S26
2021-07-04,0,3,11,23,8,2,1,2,1,2,0,3,4,8,0,2,10,0,0,1,6,0,11,0,11,7,7,7,0,9,14,1,2021-S26
2021-07-05,1,8,18,21,3,3,0,0,0,0,0,0,1,6,2,0,13,1,5,5,0,0,15,1,7,5,3,9,0,13,6,0,2021-S27
2021-07-06,0,6,21,19,7,3,2,0,0,0,1,2,1,11,0,1,16,0,5,2,3,2,8,4,17,5,5,14,0,7,11,0,2021-S27
2021-07-07,0,2,14,21,5,2,1,1,1,1,0,3,2,9,2,1,17,1,4,3,5,0,7,0,16,2,10,13,0,10,10,1,2021-S27
2021-07-08,0,5,18,14,3,1,1,0,0,0,0,3,2,12,5,1,12,1,8,1,0,1,12,1,23,3,3,7,0,13,7,1,2021-S27
2021-07-09,0,5,12,23,5,0,1,1,0,0,2,2,1,9,3,0,5,3,7,2,4,1,4,1,19,7,3,5,1,12,10,0,2021-S27
2021-07-10,0,0,12,29,5,1,2,1,2,1,1,3,3,7,4,0,14,0,4,4,4,1,5,2,18,5,7,8,0,13,5,0,2021-S27
2021-07-11,1,2,17,22,7,2,0,0,2,2,2,6,3,9,6,0,19,2,7,6,1,0,9,4,12,6,0,9,1,12,9,0,2021-S27
2021-07-12,1,3,12,31,4,4,1,1,0,2,1,7,1,10,2,1,23,4,8,8,5,2,8,0,31,10,4,10,0,14,9,0,2021-S28
2021-07-13,0,0,17,22,3,3,3,1,0,2,1,4,4,11,1,2,17,2,6,1,4,4,6,1,18,9,4,7,0,15,11,0,2021-S28
2021-07-14,0,2,10,31,2,1,4,2,0,0,1,6,3,13,3,0,31,3,6,4,6,1,8,3,32,7,4,9,0,15,12,1,2021-S28
2021-07-15,1,1,14,31,2,3,0,3,1,0,1,7,3,13,7,1,30,6,7,6,4,4,6,1,17,4,5,8,1,13,20,0,2021-S28
2021-07-16,1,3,16,25,13,3,3,1,1,0,2,7,10,18,2,1,17,6,6,2,7,1,8,2,33,3,6,8,1,12,13,0,2021-S28
2021-07-17,0,4,12,30,4,0,3,0,0,0,2,11,6,14,5,0,41,8,10,6,5,0,9,3,19,6,6,7,1,20,13,0,2021-S28
2021-07-18,2,5,13,34,7,3,0,2,3,0,1,8,4,19,7,1,32,5,14,6,2,3,13,2,28,6,4,8,0,14,14,2,2021-S28
2021-07-19,0,8,15,35,1,2,2,2,2,1,3,13,4,13,11,2,36,7,9,8,2,3,18,5,40,9,5,5,1,23,12,1,2021-S29
2021-07-20,0,4,15,43,5,1,1,1,2,3,3,18,8,25,2,1,46,11,16,9,3,4,11,1,26,12,10,4,1,23,9,0,2021-S29
2021-07-21,2,6,19,44,4,4,3,1,4,4,2,15,5,25,7,0,42,9,18,6,8,2,11,3,37,9,11,8,0,13,10,0,2021-S29
2021-07-22,0,3,11,39,5,5,3,2,3,1,2,7,6,19,5,0,45,7,12,10,7,1,12,2,46,11,2,2,0,23,8,0,2021-S29
2021-07-23,1,1,21,40,3,4,3,1,2,1,2,27,4,26,12,2,45,7,13,11,8,4,12,2,39,13,6,5,0,36,12,2,2021-S29
2021-07-24,2,6,10,38,4,6,3,2,1,2,8,26,9,21,8,0,45,5,11,11,4,3,10,5,34,7,3,10,2,31,3,1,2021-S29
2021-07-25,1,7,5,52,5,5,4,2,2,2,3,17,4,22,12,1,50,10,20,12,7,5,16,3,43,16,8,8,1,36,8,2,2021-S29
2021-07-26,0,6,13,47,3,6,2,3,4,3,7,16,12,43,12,2,58,16,23,16,16,9,10,2,49,11,6,5,0,32,9,2,2021-S30
2021-07-27,0,4,18,50,5,0,5,5,1,4,2,27,7,35,10,1,56,14,21,9,12,5,15,5,43,13,7,12,1,45,9,4,2021-S30
2021-07-28,1,6,12,54,7,5,3,7,2,2,6,27,10,32,17,3,60,17,23,16,6,5,8,6,43,11,8,10,0,49,9,1,2021-S30
2021-07-29,2,2,10,65,5,4,2,4,3,1,5,22,13,43,13,2,60,6,20,13,14,5,7,6,46,15,6,7,1,37,15,8,2021-S30
2021-07-30,2,6,7,54,8,8,2,7,3,2,5,23,12,55,8,6,70,15,19,14,7,10,15,11,44,18,10,14,1,41,15,3,2021-S30
2021-07-31,0,4,10,69,8,9,2,4,9,2,7,35,10,54,16,4,69,12,28,9,10,6,10,7,36,18,4,7,1,48,13,4,2021-S30
2021-08-01,0,11,7,64,4,7,4,4,3,7,5,22,9,46,28,4,70,19,32,15,15,13,20,6,46,18,11,11,5,40,13,0,2021-S30
2021-08-02,4,6,12,82,5,14,2,7,7,2,6,22,11,74,16,5,83,15,35,11,22,15,8,12,47,22,9,14,2,39,12,9,2021-S31
2021-08-03,1,1,7,59,5,11,1,8,5,5,6,31,12,60,17,5,82,26,47,16,13,5,13,13,36,11,5,17,1,40,8,3,2021-S31
2021-08-04,2,4,2,69,2,11,4,5,8,5,9,45,20,62,17,4,75,11,20,12,18,6,7,7,41,23,6,12,1,50,13,4,2021-S31
2021-08-05,1,5,11,64,10,8,3,9,7,14,13,33,12,57,19,3,89,11,33,19,16,5,18,13,46,15,10,12,0,50,11,3,2021-S31
2021-08-06,2,9,15,65,6,6,5,2,6,4,12,34,17,45,16,6,78,16,42,21,19,9,17,14,34,16,10,16,0,56,10,6,2021-S31
2021-08-07,6,3,7,58,10,5,4,10,8,4,13,32,20,48,14,6,90,14,41,11,25,5,15,8,39,19,17,10,0,60,10,5,2021-S31
2021-08-08,3,3,7,76,8,3,4,2,11,5,9,26,18,67,16,4,91,14,31,15,28,14,12,9,39,16,13,17,2,56,10,5,2021-S31
2021-08-09,3,6,11,64,11,3,8,6,15,3,12,37,18,59,17,5,101,16,51,23,26,12,15,13,52,25,17,15,3,58,18,8,2021-S32
2021-08-10,2,6,10,79,5,8,10,13,16,2,10,22,15,62,27,8,92,26,44,16,28,9,12,13,44,16,7,18,5,63,13,1,2021-S32
2021-08-11,5,5,8,76,5,3,5,13,8,6,14,29,20,65,24,7,100,20,48,18,17,11,16,14,31,21,11,15,0,62,8,3,2021-S32
2021-08-12,5,3,8,60,8,6,4,12,14,7,9,24,20,65,27,3,86,17,46,22,37,10,13,13,42,15,16,24,3,60,10,6,2021-S32
2021-08-13,5,10,7,80,7,10,3,9,8,8,14,28,15,63,35,9,80,15,45,17,34,14,15,18,26,14,10,15,4,62,11,4,2021-S32
2021-08-14,4,2,9,78,11,9,2,13,12,5,14,22,33,62,20,8,93,8,42,17,48,13,10,14,36,24,13,15,4,64,10,5,2021-S32
2021-08-15,1,4,4,73,4,12,4,12,14,13,11,30,25,68,29,10,92,22,42,25,40,8,16,23,36,9,11,25,1,67,11,5,2021-S32
2021-08-16,5,11,9,73,5,9,5,11,13,7,15,27,20,79,30,15,104,18,57,20,46,14,18,12,31,22,16,18,5,64,10,3,2021-S33
2021-08-17,5,6,5,72,9,12,3,5,17,11,15,21,26,53,26,18,86,21,52,28,43,10,7,18,28,19,14,16,5,64,9,8,2021-S33
2021-08-18,4,6,6,67,8,17,4,13,13,10,19,30,24,87,27,16,121,15,64,21,40,11,18,24,22,22,30,25,2,70,12,7,2021-S33
2021-08-19,3,5,3,54,4,12,1,11,15,11,13,26,21,60,27,15,96,19,59,26,32,14,11,19,26,21,15,18,5,84,15,11,2021-S33
2021-08-20,5,8,4,65,5,11,1,9,15,12,12,30,17,70,21,13,93,17,55,29,40,11,12,21,22,21,16,26,5,65,6,5,2021-S33
2021-08-21,2,8,4,50,15,8,5,15,20,12,15,23,23,85,40,6,85,13,52,18,46,13,22,34,33,19,17,25,5,70,8,8,2021-S33
2021-08-22,6,8,5,61,2,11,1,8,14,8,18,28,19,75,26,11,77,14,43,29,46,23,9,17,23,16,17,18,2,56,13,9,2021-S33
2021-08-23,1,6,7,77,14,12,3,9,13,10,19,29,25,58,32,11,106,15,70,25,38,10,16,28,38,26,20,21,6,78,12,6,2021-S34
2021-08-24,10,4,6,65,11,9,5,8,19,4,23,25,18,74,37,13,94,21,55,17,51,12,11,24,17,22,24,18,3,76,11,7,2021-S34
2021-08-25,5,10,8,51,8,9,4,6,16,11,18,23,28,55,32,12,85,12,65,24,51,13,5,17,21,22,13,20,6,72,6,6,2021-S34
2021-08-26,8,9,6,65,15,6,2,12,16,6,20,29,19,62,36,7,93,12,54,26,41,13,9,14,22,24,11,18,16,85,12,5,2021-S34
2021-08-27,5,10,5,46,7,6,1,12,15,7,16,21,18,69,28,10,75,13,48,18,44,9,11,26,25,24,18,15,5,84,19,2,2021-S34
2021-08-28,6,8,6,54,11,9,8,10,16,6,20,19,26,51,31,8,82,8,46,21,50,15,11,16,13,21,22,15,4,91,5,10,2021-S34
2021-08-29,11,9,0,55,8,5,2,14,12,6,22,27,20,56,25,15,86,14,48,15,62,15,11,29,19,27,19,18,7,68,14,6,2021-S34
2021-08-30,3,11,4,55,6,7,4,20,13,12,14,22,22,63,28,4,92,7,47,26,41,9,13,19,15,23,18,16,13,73,12,12,2021-S35
2021-08-31,13,15,2,55,7,7,5,14,13,6,12,19,21,62,29,12,74,13,67,15,57,13,12,31,20,18,14,27,7,59,12,7,2021-S35
2021-09-01,5,8,4,56,12,5,2,15,9,10,12,15,28,75,40,8,69,8,39,18,48,13,14,16,10,23,13,21,5,59,9,9,2021-S35
2021-09-02,3,10,6,59,9,4,3,16,13,6,16,17,21,49,21,11,72,21,49,18,46,10,16,24,10,18,10,22,5,61,7,9,2021-S35
2021-09-03,2,9,4,41,11,5,4,8,15,4,27,20,27,53,28,15,77,13,41,13,57,12,11,25,22,24,11,18,6,55,9,7,2021-S35
2021-09-04,1,9,0,47,12,4,3,24,13,10,21,13,18,58,21,10,63,9,33,14,32,18,13,20,16,15,23,17,9,62,16,9,2021-S35
2021-09-05,7,8,3,53,11,10,3,13,12,13,21,12,24,59,18,10,57,11,58,13,42,13,12,28,14,14,23,25,2,60,16,12,2021-S35
2021-09-06,6,5,4,46,3,12,5,13,7,10,23,13,26,53,32,13,79,6,46,26,39,10,9,15,14,18,23,21,4,57,19,4,2021-S36
2021-09-07,2,11,3,49,13,11,6,4,13,6,21,11,34,45,30,13,48,13,54,11,44,11,12,17,20,19,17,26,3,54,17,5,2021-S36
2021-09-08,5,15,2,53,8,4,4,6,14,4,24,14,12,47,20,11,57,3,37,19,56,8,10,19,10,18,12,17,8,58,11,7,2021-S36
2021-09-09,13,10,5,52,12,3,6,12,17,3,26,15,8,55,29,16,40,17,45,12,55,22,4,15,8,11,14,15,6,50,15,4,2021-S36
2021-09-10,6,9,4,43,7,5,8,10,9,5,17,13,26,45,23,6,61,7,37,16,49,14,5,16,18,17,21,19,5,61,13,5,2021-S36
2021-09-11,6,4,2,35,10,8,5,8,7,9,16,10,20,57,19,12,46,9,33,14,48,14,5,10,16,12,22,16,3,50,14,7,2021-S36
2021-09-12,2,6,2,43,10,7,2,10,9,4,16,12,15,41,29,8,59,9,31,16,48,22,7,8,15,18,17,22,7,58,17,5,2021-S36
2021-09-13,4,8,5,56,4,7,4,12,4,4,26,13,14,51,30,13,52,6,29,20,47,13,6,17,16,12,18,14,5,55,15,4,2021-S37
2021-09-14,7,8,1,41,9,8,4,15,7,4,34,5,22,48,26,6,44,8,45,14,35,11,9,14,6,14,20,18,7,44,10,9,2021-S37
2021-09-15,5,7,2,38,11,3,5,7,8,6,24,13,20,53,25,10,34,8,23,20,44,12,10,15,7,14,21,16,4,44,11,5,2021-S37
2021-09-16,4,13,0,37,13,4,5,7,12,1,26,8,16,37,26,17,49,10,24,8,41,13,14,9,8,8,22,17,6,44,10,4,2021-S37
2021-09-17,6,16,3,35,2,9,8,12,13,8,18,3,13,43,28,13,45,5,41,12,42,12,8,16,9,22,15,18,5,39,11,4,2021-S37
2021-09-18,6,12,3,25,9,3,5,8,7,5,18,5,10,39,19,13,53,7,35,17,43,13,6,5,10,15,16,9,4,35,19,3,2021-S37
2021-09-19,3,6,4,23,10,8,4,5,6,5,21,13,17,30,19,17,38,5,29,6,42,15,6,11,10,11,10,19,7,46,8,5,2021-S37
2021-09-20,8,10,2,32,6,5,3,16,11,3,25,9,14,40,26,15,58,7,34,12,59,10,1,13,6,17,13,9,4,36,13,5,2021-S38
2021-09-21,5,19,3,28,8,5,4,9,8,9,24,6,20,45,28,7,55,5,41,10,35,15,4,12,8,14,20,18,6,41,16,5,2021-S38
2021-09-22,4,10,2,27,3,7,4,18,9,4,20,6,16,31,15,6,40,6,21,13,30,10,3,10,8,25,20,27,6,36,12,4,2021-S38
2021-09-23,4,12,2,26,9,7,4,11,3,3,25,5,15,39,16,8,37,6,22,11,32,7,1,14,7,17,13,14,2,33,11,5,2021-S38
2021-09-24,6,9,2,26,6,4,3,10,7,5,17,8,8,38,17,12,42,6,26,9,34,8,2,5,11,16,12,22,8,41,10,4,2021-S38
2021-09-25,9,13,1,32,8,3,2,7,9,5,19,9,9,38,12,9,33,4,19,9,42,9,5,5,3,7,17,12,3,33,7,2,2021-S38
2021-09-26,2,12,1,24,7,6,3,8,2,1,21,7,20,28,23,5,32,6,26,14,26,14,4,11,3,10,18,17,6,37,9,6,2021-S38
2021-09-27,3,18,2,37,3,7,4,6,3,3,25,13,12,32,18,5,37,4,26,8,27,14,3,11,3,19,16,14,2,28,5,2,2021-S39
2021-09-28,6,20,1,15,4,5,7,6,11,5,25,2,9,37,13,5,41,4,24,12,40,14,1,8,11,12,16,12,4,36,11,2,2021-S39
